zm_r,vb
0.908638309,0
1.460230292,0
0.782581721,0
0.178341209,0
0.833721867,0
0.893046047,0
0.579567272,0
0.482957052,0
0.737756702,0
0.606903456,0
0.745458012,0
0.775874303,0
0.894916885,0
0.936580171,0
0.454683784,0
1.016800129,0
0.776990942,0
1.53134923,0
0.802591915,0
1.28508452,0
0.318732444,0
0.681263058,0
0.922487996,0
0.508859906,0
0.724921435,0
1.42283966,0
1.083578744,0
0.622754172,0
1.388509545,0
1.257535981,0
1.249455162,0
0.398421974,0
0.462042843,0
1.2528266,0
0.924862318,0
0.818831807,0
0.528691475,0
0.730227188,0
1.052800833,0
0.78008916,0
1.194494782,0
1.019947068,0
0.90811205,0
0.932395993,0
1.619505195,0
0.574902337,0
1.149572778,0
1.953799164,0
1.233390235,0
0.646869389,0
0.523783994,0
0.626366405,0
0.532614427,0
0.144299624,0
0.752044244,0
0.702142293,0
0.661753218,0
0.741579344,0
0.902816463,0
0.48084136,0
1.074008218,0
0.734016611,0
0.153261553,0
0.620712754,0
0.42208651,0
1.265348776,0
0.779680081,0
1.161886568,0
0.947125302,0
1.198197905,0
1.845980125,0
0.549189177,0
1.050175213,0
1.661292622,0
0.56422979,0
0.632126703,0
0.853249176,0
0.861457168,0
0.520973379,0
0.583298109,0
0.690585904,0
0.216839292,0
0.273736953,0
0.952102714,0
0.658380422,0
0.530643011,0
0.961930121,0
0.654918277,0
0.622603607,0
0.479998381,0
0.666027777,0
0.64655916,0
0.532796088,0
1.424455875,0
0.832491563,0
1.293510349,0
1.51459361,0
0.714530106,0
0.523311016,0
0.931457317,0
1.395125421,0
0.831220924,0
0.377472416,0
0.688378366,0
0.679014982,0
1.324042891,0
0.883784577,0
0.914947176,0
1.216284121,0
1.142732844,0
1.080869305,0
0.727849267,0
0.661200594,0
0.676731519,0
0.557837831,0
0.803151878,0
0.739553529,0
0.848473271,0
0.768894892,0
1.042450411,0
0.791601259,0
1.708173496,0
1.12264846,0
2.169602274,0
0.711509537,0
1.21156944,0
0.973363845,0
1.008106782,0
0.895088004,0
0.557525423,0
1.361626343,0
0.21520506,0
0.652176832,0
0.274114807,0
1.397787972,0
1.301612223,0
1.274814021,0
0.837746748,0
0.63156595,0
0.170564256,0
0.262438391,0
1.420431692,0
0.567384102,0
1.896466005,0
0.847762904,0
0.209646808,0
0.780043533,0
0.820387943,0
0.132688353,0
0.48253331,0
0.682659286,0
0.418237119,0
0.290001146,0
0.730538861,0
0.608061894,0
1.285053914,0
0.882340744,0
0.571579989,0
0.471901029,0
1.07457496,0
1.096789064,0
0.876880325,0
1.190747246,0
1.222024637,0
0.831811808,0
1.002199494,0
0.302236185,0
1.205146638,0
1.057754967,0
0.880279094,0
0.912858622,0
0.63697164,0
0.408695272,0
0.681162575,0
0.453253262,0
1.235789132,0
1.002582652,1
0.47653714,1
0.73324765,1
1.478429934,1
0.799374055,1
1.099367963,1
0.711482969,1
0.628357232,1
1.755004215,1
1.153336774,1
1.34921487,1
0.792009169,1
0.714108389,1
0.568228257,1
0.745066499,1
0.654628218,1
1.704572947,1
1.458764215,1
0.672891705,1
1.477242598,1
1.347773485,1
1.361845947,1
0.285833608,1
2.674766041,1
0.387618935,1
1.028820762,1
1.352490895,1
1.458379862,1
1.927338691,1
2.134365951,1
1.242902837,1
0.605075043,1
0.714377143,1
0.900839869,1
0.838961679,1
2.52388814,1
1.48599927,1
1.177821978,1
2.864232645,1
0.422362587,1
0.983041095,1
1.915698769,1
0.433366502,1
0.939816692,1
0.650372516,1
0.859347822,1
1.091103198,1
1.397534224,1
1.003441478,1
0.947818186,1
0.101715024,1
0.725142737,1
0.456003649,1
2.205211285,1
1.041089977,1
0.393706791,1
1.459276413,1
1.326183706,1
1.324621985,1
0.941067891,1
1.018304444,1
1.798616518,1
0.872424445,1
1.5996876,1
0.921540652,1
2.368261627,1
1.270712703,1
1.638243677,1
2.348249451,1
0.91929509,1
1.009103358,1
1.027140467,1
1.50348392,1
1.642946877,1
1.165465681,1
0.71174123,1
1.127833777,1
1.63399325,1
0.998086364,1
0.909407964,1
1.196000917,1
0.914667116,1
1.058596505,1
0.725223695,1
0.814004044,1
0.880048908,1
0.770230765,1
1.201012395,1
1.184511257,1
0.628519957,1
1.601562151,1
0.413381722,1
0.934504004,1
1.112990332,1
2.694048608,1
0.599889052,1
0.270340136,1
0.744318455,1
1.267200516,1
2.849967539,1
1.010651629,1
1.252014438,1
1.569132344,1
1.376582171,1
0.710672025,1
1.872515749,1
0.484863827,1
0.934922301,1
1.056458095,1
1.844334986,1
1.751682678,1
0.563531603,1
2.329562154,1
0.533194675,1
0.469449829,1
0.563076961,1
0.780610799,1
0.550650682,1
2.19843885,1
0.834884592,1
0.778341342,1
0.849486926,1
0.634503736,1
0.741577788,0
1.309050238,0
0.367183045,0
0.568782352,0
0.870100945,0
0.449887051,0
1.269718508,0
0.106912551,0
0.985786447,0
0.721973702,0
1.172783622,0
1.116703107,0
0.312436402,0
0.931966423,0
1.172101585,0
0.711093179,0
0.501589011,0
0.802818126,0
0.656142956,0
1.402800226,0
0.569415826,0
1.254245698,0
0.495959795,0
0.591491254,0
1.103557851,0
0.844629847,0
0.483333268,0
0.702468643,0
0.357589264,0
1.150996486,0
0.566190617,0
0.803590047,0
0.691901189,0
1.469079515,0
1.470004466,0
0.253724111,0
0.993168219,0
1.627016049,0
0.407875618,0
0.438969628,0
0.519444728,0
1.466133593,0
0.841686234,0
0.735779867,0
0.503634498,0
0.719069093,0
0.809037915,0
0.219455523,0
0.697126493,0
1.206460471,0
0.907242662,0
0.636270832,0
1.059014069,0
0.69842396,0
0.521388202,0
1.045313855,0
0.799104146,0
0.959572937,0
0.843307137,0
0.854559598,0
0.795938932,0
0.81794909,0
0.6540824,0
1.530027497,0
0.758237282,0
1.453216853,0
0.870148076,0
0.825761133,0
0.151982433,0
0.517134538,0
0.26761662,0
0.200342986,0
0.498980503,0
0.31268411,0
0.756208251,0
0.417660689,0
0.731622827,0
0.856001789,0
0.764871023,0
0.869362945,0
0.667948265,0
0.730430371,0
0.760283042,0
0.666553471,0
0.900218175,0
1.072230535,0
0.878565061,0
1.53680079,0
0.62492894,0
1.135142958,0
1.782274731,0
0.320111571,0
0.855575088,0
1.017212479,0
0.730045755,0
0.500999656,0
0.208805642,0
0.620830696,0
2.631769884,0
0.61127799,0
0.531326319,0
0.960007301,0
0.650554624,0
0.722436429,0
0.892163917,0
2.145271293,0
1.020625741,0
1.394815063,0
1.199391861,0
0.60905448,0
0.744944513,0
1.005092145,0
0.795271051,0
1.178838796,0
0.511296754,0
1.252451694,0
1.95140932,0
0.744440224,0
1.095373079,0
0.67463376,0
0.671673878,0
0.533263151,0
0.437628957,0
0.832312009,0
0.260587812,0
1.52045227,0
1.189369161,0
0.74158428,0
0.745209925,0
0.549011572,0
0.573880931,0
0.556133153,0
1.29504433,0
0.547111878,0
0.948555036,0
0.95390373,0
0.959749099,0
0.514576238,0
0.821833075,0
0.35994655,0
0.027396311,0
0.590978454,0
0.748272871,0
1.258122116,0
0.904397968,0
1.007536589,0
0.971988682,0
0.386373742,0
0.462042843,0
0.894458365,0
0.493697067,0
0.882679599,0
0.137025053,0
1.419659372,0
1.204687853,0
0.852866542,0
0.709975673,0
1.036684157,0
1.016252,0
0.712814271,0
1.021076406,0
1.268404971,0
0.865552986,0
0.814896261,0
0.679433053,0
0.812774826,0
1.466432572,0
0.643007316,0
0.727903896,0
1.304033749,0
0.686161062,0
1.01825763,0
0.673066946,0
0.70478007,0
0.966115538,0
0.775758578,0
0.800938853,0
0.998810117,0
0.981893209,0
1.274835295,0
0.846161048,0
0.29206682,0
2.276201447,0
1.235130845,0
0.908920135,0
1.01560564,0
1.348341823,0
0.709313422,0
1.132872428,0
1.208697339,0
1.014922152,0
1.36316182,0
0.566916771,0
1.359964012,0
0.766479928,0
0.576026517,0
0.766313725,0
0.441544887,0
0.563531603,0
0.646362283,0
1.456430102,0
1.558684078,0
0.77700964,0
0.810453612,0
0.928122634,0
1.606332737,0
1.090054926,0
0.511838863,0
1.387570314,0
0.260587812,0
0.531953027,0
1.332612321,0
0.978216658,0
0.388212881,0
1.312758583,0
1.184671376,0
0.615528655,0
0.448024885,0
1.013358191,0
0.800850049,0
0.607581751,0
0.580222159,0
1.362558448,0
0.492832723,0
0.814896261,0
0.395450971,0
0.922314431,0
2.266219135,0
0.638720261,0
1.05864332,0
0.89427343,0
0.616615611,0
1.126984597,0
0.260046018,0
0.211626955,0
0.442934421,0
1.195291442,0
1.479775746,0
0.591257022,0
0.979353603,0
0.66907725,0
0.481358819,0
0.387690288,0
0.514715367,0
0.619409258,0
1.000147213,0
0.462821621,0
1.670692563,0
0.453973826,0
0.563536015,0
0.795129057,0
1.26955599,0
0.432946275,0
0.638796154,0
1.097348557,0
0.398372713,0
0.746574748,0
0.862319442,0
1.122203288,0
0.781169526,0
1.24880727,0
0.951164578,0
0.852572893,0
0.67123784,0
0.619257339,0
0.777938048,0
0.625814043,0
0.359107642,0
0.571463882,0
1.316896929,0
0.420748372,0
0.184558935,0
0.643411004,0
0.382696027,0
0.691561242,0
0.088360119,0
0.423375445,0
0.518072585,0
0.978586914,0
0.694766098,0
0.184402841,0
0.797833876,0
0.253726347,0
1.097998095,0
0.731762486,0
0.923726886,0
0.488033537,0
0.956922176,0
0.315083171,0
0.652139058,0
0.846172084,0
0.878254424,0
0.576525335,0
0.80089972,0
0.860842046,0
0.617670715,0
0.421733619,0
1.083595871,0
0.566867064,0
1.1781728,0
0.364232596,0
1.222244325,0
0.516697862,0
0.432514144,0
0.286481746,0
0.512883981,0
0.711698511,0
0.380457372,1
1.508388818,1
0.350132979,1
0.418989029,1
2.719244103,1
1.626954269,1
0.393793488,1
0.736755389,1
0.683459872,1
1.434865671,1
0.101235702,1
1.868501057,1
2.102338023,1
0.785292664,1
1.707620535,1
0.581345723,1
0.954683384,1
1.630773005,1
0.957614455,1
2.243759807,1
1.648521551,1
0.963904552,1
1.519238064,1
2.857804941,1
2.083493535,1
1.057645103,1
0.832812756,1
0.868655478,1
0.704193815,1
1.344257485,1
1.82055685,1
2.44743863,1
1.662436625,1
0.293608998,1
1.073736223,1
0.764354001,1
2.625749232,1
1.695151322,1
0.457386026,1
0.475650078,1
1.623709945,1
2.294539136,1
1.38011198,1
1.055818068,1
1.526711323,1
0.514576238,1
1.268440801,1
0.92942296,1
1.696863241,1
1.469396258,1
1.569196904,1
0.333472331,1
0.757973246,1
0.478489281,1
1.804610372,1
0.470545968,1
0.518433405,1
3.34849417,1
1.054321298,1
1.561425508,1
1.086465914,1
1.346483936,1
0.787825219,1
1.84474423,1
0.347910356,1
0.925211454,1
1.954997187,1
1.293662854,1
2.014453927,1
1.180247902,1
1.125824358,1
1.249976491,1
0.494939123,1
1.257756713,1
1.405466651,1
1.63904446,1
1.72247332,1
2.011792467,1
2.108642997,1
1.978205667,1
0.64204486,1
1.854050014,1
0.343442439,1
1.879361718,1
2.310613513,1
2.149014443,1
1.460310325,1
0.373319896,1
1.111855872,1
0.602902147,1
2.880954191,1
0.538794416,1
1.958582919,1
1.777153917,1
1.613723337,1
2.328929122,1
1.522822733,1
0.651284389,1
1.692834001,1
1.109472537,1
0.899701121,1
0.897469138,1
1.995043209,1
0.522376424,1
0.639503401,1
0.64796282,1
0.699449623,1
1.519192542,0
0.44096153,0
1.274518137,0
1.436149555,0
0.700277747,0
0.372856968,0
0.377422992,0
0.325669013,0
0.350132979,0
0.943175065,0
0.6548476,0
1.002559272,0
0.715202976,0
0.638720261,0
0.862759174,0
0.922146458,0
0.432406702,0
0.69677199,0
0.848790884,0
0.404562542,0
0.79397573,0
0.617338932,0
0.649035112,0
0.961839449,0
0.647868968,0
0.934232079,0
0.623789069,0
0.677553195,0
0.752257172,0
1.040341145,0
1.485700564,0
1.002114579,0
1.035379065,0
1.26496566,0
0.416623679,0
0.787075588,0
1.121384085,0
0.971151338,0
0.470073452,0
0.591246059,0
1.085060901,0
1.139944752,0
0.9160991,0
0.996774156,0
0.870055181,0
0.453973826,0
0.259397357,0
1.975640392,0
0.410592658,0
0.311402302,0
0.564532978,0
0.761396671,0
1.052466531,0
0.859707896,0
0.628842162,0
0.630221461,0
0.670389236,0
0.753115193,0
0.888226436,0
0.521277894,0
0.260587812,0
0.919863679,0
0.613653833,0
0.588099878,0
0.740240684,0
0.71261337,0
0.61127799,0
0.187245995,0
